what,kind,bundleId,bundleVersion,description,time
opened,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1312158734797
activated,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1312158734961
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312158740283
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312158745185
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312158748459
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163131066
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163132575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163133961
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312163140357
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163141345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163205151
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163211506
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163216106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163255661
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163257169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163262643
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163264899
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163350575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163354370
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163357722
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1312163359700
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163369458
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1312163408839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163409901
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1312163410574
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312163412096
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1312163412501
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1312163412622
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312163412646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163417541
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163425996
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163430848
started,bundle,org.eclipse.wst.html.core,1.1.405.v201104191549,"org.eclipse.wst.html.core",1312163451262
started,bundle,org.eclipse.wst.css.core,1.1.403.v201103021532,"org.eclipse.wst.css.core",1312163451290
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1312163451308
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1312163451312
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1312163451317
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1312163451328
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.305.v201103170144,"org.eclipse.wst.jsdt.web.core",1312163451360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163451621
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163459582
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1312163459732
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1312163459840
started,bundle,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui",1312163467280
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163469431
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1312163469603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163473719
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.202.v20100818b,"org.eclipse.jst.server.tomcat.core",1312163483732
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1312163483856
started,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1312163483870
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1312163483879
opened,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1312163540933
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163541115
executed,command,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.launchShortcut.run",1312163542588
error,log,,,"Resource is out of sync with the file system: '/quecomemoshoy-web/src/main/webapp/META-INF/MANIFEST.MF'.",1312163542832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163542904
started,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1312163543247
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1312163546081
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1312163546476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163546525
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1312163546549
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163557110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163566251
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163569057
activated,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1312163586746
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163594619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163610522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163626287
error,log,,,"Core exception while retrieving the content description",1312163626303
error,log,,,"Core exception while retrieving the content description",1312163626361
error,log,,,"Core exception while retrieving the content description",1312163626372
error,log,,,"Core exception while retrieving the content description",1312163626375
error,log,,,"Core exception while retrieving the content description",1312163626379
error,log,,,"Core exception while retrieving the content description",1312163626384
error,log,,,"Core exception while retrieving the content description",1312163626388
error,log,,,"Core exception while retrieving the content description",1312163626392
error,log,,,"Core exception while retrieving the content description",1312163626396
error,log,,,"Core exception while retrieving the content description",1312163626401
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312163628083
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163631603
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163636986
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1312163640758
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1312163643893
executed,command,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.publish",1312163645700
executed,command,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.run",1312163649703
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312163650373
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1312163652355
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312163652491
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1312163652559
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312163653495
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1312163655273
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312163656584
activated,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1312163687849
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312163692333
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312163713480
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163729719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163736753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163739458
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163744064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163748370
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163836245
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312163837028
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312163837181
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163852378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312163860356
