what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.504.v201104070043,"org.eclipse.wst.xml.core",1312167992752
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1312167992752
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1312167992753
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1312167992754
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1312167992755
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1312167992756
os,sysinfo,,,"win32",1312167992761
arch,sysinfo,,,"x86",1312167992761
ws,sysinfo,,,"win32",1312167992761
locale,sysinfo,,,"es_AR",1312167992761
processors,sysinfo,,,"2",1312167992761
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1312167992761
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1312167992761
java.specification.name,sysinfo,,,"Java Platform API Specification",1312167992761
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312167992761
java.specification.version,sysinfo,,,"1.6",1312167992761
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1312167992761
java.version,sysinfo,,,"1.6.0_24",1312167992761
java.vm.info,sysinfo,,,"mixed mode",1312167992761
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1312167992761
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1312167992761
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312167992761
java.vm.specification.version,sysinfo,,,"1.0",1312167992761
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1312167992761
java.vm.version,sysinfo,,,"19.1-b02",1312167992761
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312167993001
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1312168004673
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312168005373
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1312168005416
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312168010551
